Ensembl Protein ID	Ensembl Gene ID	Associated Gene Name
ENSP00000417548	ENSG00000170946	DNAJC24
ENSP00000304198	ENSG00000170948	MBD3L1
ENSP00000406201	ENSG00000170949	ZNF160
ENSP00000305995	ENSG00000170950	PGK2
ENSP00000307159	ENSG00000170953	OR8B12
ENSP00000307292	ENSG00000170955	PRKCDBP
ENSP00000349971	ENSG00000170956	CEACAM3
ENSP00000389792	ENSG00000170959	DCDC1
ENSP00000306991	ENSG00000170961	HAS2
ENSP00000376865	ENSG00000170962	PDGFD
ENSP00000352173	ENSG00000170965	PLAC1
ENSP00000302805	ENSG00000170967	DDI1
ENSP00000305416	ENSG00000170989	S1PR1
ENSP00000429473	ENSG00000171004	HS6ST2
ENSP00000305970	ENSG00000171014	OR4D5
ENSP00000302327	ENSG00000171016	PYGO1
ENSP00000306524	ENSG00000171017	LRRC8E
ENSP00000336552	ENSG00000171033	PKIA
ENSP00000303437	ENSG00000171045	TSNARE1
ENSP00000340191	ENSG00000171049	FPR2
ENSP00000302707	ENSG00000171051	FPR1
ENSP00000307164	ENSG00000171053	PATE1
ENSP00000340748	ENSG00000171054	OR13H1
ENSP00000368547	ENSG00000171055	FEZ2
ENSP00000301921	ENSG00000171056	SOX7
ENSP00000373700	ENSG00000171094	ALK
ENSP00000302227	ENSG00000171097	CCBL1
ENSP00000359423	ENSG00000171100	MTM1
ENSP00000302801	ENSG00000171103	TRMT61B
ENSP00000303830	ENSG00000171105	INSR
ENSP00000263969	ENSG00000171109	MFN1
ENSP00000359444	ENSG00000171116	HSFX1
ENSP00000302648	ENSG00000171119	NRTN
ENSP00000319370	ENSG00000171121	KCNMB3
ENSP00000305603	ENSG00000171124	FUT3
ENSP00000304127	ENSG00000171126	KCNG3
ENSP00000431063	ENSG00000171129	HSFX2
ENSP00000411672	ENSG00000171130	ATP6V0E2
ENSP00000306124	ENSG00000171132	PRKCE
ENSP00000305055	ENSG00000171133	OR2K2
ENSP00000397415	ENSG00000171136	RLN3
ENSP00000307684	ENSG00000171148	TADA3
ENSP00000305133	ENSG00000171150	SOCS5
ENSP00000304364	ENSG00000171155	C1GALT1C1
ENSP00000307636	ENSG00000171160	MORN4
ENSP00000391200	ENSG00000171163	ZNF692
ENSP00000362170	ENSG00000171169	NAIF1
ENSP00000306817	ENSG00000171174	RBKS
ENSP00000306688	ENSG00000171180	OR2M4
ENSP00000382791	ENSG00000171189	GRIK1
ENSP00000302021	ENSG00000171195	MUC7
ENSP00000382485	ENSG00000171199	PROL1
ENSP00000306887	ENSG00000171202	TMEM126A
ENSP00000351737	ENSG00000171204	TMEM126B
ENSP00000302120	ENSG00000171206	TRIM8
ENSP00000455169	ENSG00000171208	NETO2
ENSP00000304822	ENSG00000171209	CSN3
ENSP00000356133	ENSG00000171217	CLDN20
ENSP00000345133	ENSG00000171219	CDC42BPG
ENSP00000301995	ENSG00000171222	SCAND1
ENSP00000303315	ENSG00000171223	JUNB
ENSP00000303148	ENSG00000171227	TMEM37
ENSP00000304811	ENSG00000171234	UGT2B7
ENSP00000302621	ENSG00000171236	LRG1
ENSP00000306473	ENSG00000171241	SHCBP1
ENSP00000304930	ENSG00000171243	SOSTDC1
ENSP00000307549	ENSG00000171246	NPTX1
ENSP00000380734	ENSG00000171262	FAM98B
ENSP00000303486	ENSG00000171282	RP11-1055B8.7
ENSP00000305692	ENSG00000171298	GAA
ENSP00000307674	ENSG00000171302	CANT1
ENSP00000306275	ENSG00000171303	KCNK3
ENSP00000305725	ENSG00000171310	CHST11
ENSP00000359939	ENSG00000171311	EXOSC1
ENSP00000359991	ENSG00000171314	PGAM1
ENSP00000392028	ENSG00000171316	CHD7
ENSP00000306999	ENSG00000171320	ESCO2
ENSP00000355124	ENSG00000171345	KRT19
ENSP00000254043	ENSG00000171346	KRT15
ENSP00000365256	ENSG00000171365	CLCN5
ENSP00000353785	ENSG00000171368	TPPP
ENSP00000319591	ENSG00000171385	KCND3
ENSP00000305464	ENSG00000171388	APLN
ENSP00000246662	ENSG00000171403	KRT9
ENSP00000310661	ENSG00000171408	PDE7B
ENSP00000372093	ENSG00000171421	MRPL36
ENSP00000443194	ENSG00000171428	NAT1
ENSP00000302552	ENSG00000171433	GLOD5
ENSP00000339952	ENSG00000171435	KSR2
ENSP00000386227	ENSG00000171444	MCC
ENSP00000301656	ENSG00000171446	KRT27
ENSP00000362758	ENSG00000171448	ZBTB26
ENSP00000304250	ENSG00000171450	CDK5R2
ENSP00000310565	ENSG00000171451	DSEL
ENSP00000361465	ENSG00000171453	POLR1C
ENSP00000364839	ENSG00000171456	ASXL1
ENSP00000304235	ENSG00000171459	OR1L6
ENSP00000305059	ENSG00000171471	MAP1LC3B2
ENSP00000320924	ENSG00000171475	WIPF2
ENSP00000450527	ENSG00000171476	HOPX
ENSP00000302863	ENSG00000171481	OR1L3
ENSP00000303151	ENSG00000171484	OR1B1
ENSP00000359483	ENSG00000171488	LRRC8C
ENSP00000460871	ENSG00000171490	RSL1D1
ENSP00000338887	ENSG00000171492	LRRC8D
ENSP00000306607	ENSG00000171496	OR1L8
ENSP00000303754	ENSG00000171497	PPID
ENSP00000362792	ENSG00000171501	OR1N2
ENSP00000359603	ENSG00000171502	COL24A1
ENSP00000426638	ENSG00000171503	ETFDH
ENSP00000306974	ENSG00000171505	OR1N1
ENSP00000303248	ENSG00000171509	RXFP1
ENSP00000359643	ENSG00000171517	LPAR3
ENSP00000302846	ENSG00000171522	PTGER4
ENSP00000369736	ENSG00000171530	TBCA
ENSP00000306754	ENSG00000171532	NEUROD2
ENSP00000307093	ENSG00000171533	MAP6
ENSP00000302814	ENSG00000171540	OTP
ENSP00000302051	ENSG00000171551	ECEL1
ENSP00000302564	ENSG00000171552	BCL2L1
ENSP00000336829	ENSG00000171557	FGG
ENSP00000306361	ENSG00000171560	FGA
ENSP00000304846	ENSG00000171561	OR2AT4
ENSP00000306099	ENSG00000171564	FGB
ENSP00000424417	ENSG00000171566	PLRG1
ENSP00000469872	ENSG00000171570	RAB4B-EGLN2
ENSP00000383303	ENSG00000171587	DSCAM
ENSP00000308312	ENSG00000171595	DNAI2
ENSP00000305877	ENSG00000171596	NMUR1
ENSP00000366513	ENSG00000171603	CLSTN1
ENSP00000302543	ENSG00000171604	CXXC5
ENSP00000321209	ENSG00000171606	ZNF274
ENSP00000366563	ENSG00000171608	PIK3CD
ENSP00000304447	ENSG00000171611	PTCRA
ENSP00000306356	ENSG00000171617	ENC1
ENSP00000330221	ENSG00000171621	SPSB1
ENSP00000309771	ENSG00000171631	P2RY6
ENSP00000307208	ENSG00000171634	BPTF
ENSP00000303549	ENSG00000171657	GPR82
ENSP00000367378	ENSG00000171659	GPR34
ENSP00000366977	ENSG00000171680	PLEKHG5
ENSP00000261168	ENSG00000171681	ATF7IP
ENSP00000310801	ENSG00000171695	C20orf201
ENSP00000333194	ENSG00000171700	RGS19
ENSP00000343515	ENSG00000171703	TCEA2
ENSP00000303532	ENSG00000171711	DEFB4A
ENSP00000315371	ENSG00000171714	ANO5
ENSP00000302967	ENSG00000171720	HDAC3
ENSP00000417901	ENSG00000171723	GPHN
ENSP00000306522	ENSG00000171735	CAMTA1
ENSP00000302100	ENSG00000171747	LGALS4
ENSP00000414635	ENSG00000171757	LRRC34
ENSP00000448059	ENSG00000171759	PAH
ENSP00000305494	ENSG00000171763	SPATA5L1
ENSP00000379895	ENSG00000171766	GATM
ENSP00000341282	ENSG00000171772	SYCE1
ENSP00000305631	ENSG00000171773	NXNL1
ENSP00000465742	ENSG00000171777	RASGRP4
ENSP00000302189	ENSG00000171786	NHLH1
ENSP00000329623	ENSG00000171791	BCL2
ENSP00000438590	ENSG00000171792	RHNO1
ENSP00000361699	ENSG00000171793	CTPS1
ENSP00000305906	ENSG00000171794	UTF1
ENSP00000304437	ENSG00000171798	KNDC1
ENSP00000307077	ENSG00000171806	METTL18
ENSP00000305913	ENSG00000171812	COL8A2
ENSP00000344855	ENSG00000171823	FBXL14
ENSP00000366135	ENSG00000171824	EXOSC10
ENSP00000331540	ENSG00000171827	ZNF570
ENSP00000369695	ENSG00000171843	MLLT3
ENSP00000307798	ENSG00000171847	FAM90A1
ENSP00000353770	ENSG00000171848	RRM2
ENSP00000324318	ENSG00000171853	TRAPPC12
ENSP00000369581	ENSG00000171855	IFNB1
ENSP00000345957	ENSG00000171858	RPS21
ENSP00000302079	ENSG00000171860	C3AR1
ENSP00000306080	ENSG00000171861	RNMTL1
ENSP00000361021	ENSG00000171862	PTEN
ENSP00000339095	ENSG00000171863	RPS7
ENSP00000306900	ENSG00000171864	PRND
ENSP00000313350	ENSG00000171865	RNASEH1
ENSP00000368752	ENSG00000171867	PRNP
ENSP00000368766	ENSG00000171873	ADRA1D
ENSP00000372654	ENSG00000171885	AQP4
ENSP00000248041	ENSG00000171903	CYP4F11
ENSP00000303476	ENSG00000171914	TLN2
ENSP00000329932	ENSG00000171916	LGALS9C
ENSP00000305654	ENSG00000171928	TVP23B
ENSP00000379026	ENSG00000171931	FBXW10
ENSP00000307130	ENSG00000171936	OR10H3
ENSP00000304308	ENSG00000171940	ZNF217
ENSP00000306095	ENSG00000171942	OR10H2
ENSP00000303469	ENSG00000171944	OR52A5
ENSP00000304133	ENSG00000171951	SCG2
ENSP00000417190	ENSG00000171953	ATPAF2
ENSP00000269703	ENSG00000171954	CYP4F22
ENSP00000379369	ENSG00000171956	FOXB1
ENSP00000306614	ENSG00000171960	PPIH
ENSP00000382204	ENSG00000171988	JMJD1C
ENSP00000302393	ENSG00000171989	LDHAL6B
ENSP00000377789	ENSG00000171992	SYNPO
ENSP00000302603	ENSG00000172000	ZNF556
ENSP00000310880	ENSG00000172005	MAL
ENSP00000306496	ENSG00000172007	RAB33B
ENSP00000304467	ENSG00000172009	THOP1
ENSP00000304311	ENSG00000172016	REG3A
ENSP00000377372	ENSG00000172020	GAP43
ENSP00000307156	ENSG00000172037	LAMB2
ENSP00000401197	ENSG00000172046	USP19
ENSP00000307567	ENSG00000172053	QARS
ENSP00000304858	ENSG00000172057	ORMDL3
ENSP00000346892	ENSG00000172058	SERF1A
ENSP00000307023	ENSG00000172059	KLF11
ENSP00000389128	ENSG00000172061	LRRC15
ENSP00000370083	ENSG00000172062	SMN1
ENSP00000307235	ENSG00000172071	EIF2AK3
ENSP00000307142	ENSG00000172073	TEX37
ENSP00000349575	ENSG00000172081	MOB3A
ENSP00000416658	ENSG00000172113	NME6
ENSP00000307786	ENSG00000172115	CYCS
ENSP00000331172	ENSG00000172116	CD8B
ENSP00000302077	ENSG00000172123	SLFN12
ENSP00000307508	ENSG00000172137	CALB2
ENSP00000306627	ENSG00000172139	SLC9C1
ENSP00000305207	ENSG00000172146	OR1A1
ENSP00000371377	ENSG00000172150	OR1A2
ENSP00000303864	ENSG00000172154	OR8I2
ENSP00000316737	ENSG00000172155	LCE1D
ENSP00000302234	ENSG00000172156	CCL11
ENSP00000303508	ENSG00000172159	FRMD3
ENSP00000378965	ENSG00000172164	SNTB1
ENSP00000303398	ENSG00000172167	MTBP
ENSP00000306548	ENSG00000172172	MRPL13
ENSP00000319279	ENSG00000172175	MALT1
ENSP00000302150	ENSG00000172179	PRL
ENSP00000306565	ENSG00000172183	ISG20
ENSP00000306651	ENSG00000172188	OR4C11
ENSP00000324944	ENSG00000172197	MBOAT1
ENSP00000304188	ENSG00000172199	OR8U1
ENSP00000367972	ENSG00000172201	ID4
ENSP00000307751	ENSG00000172208	OR4X2
ENSP00000302676	ENSG00000172209	GPR22
ENSP00000304414	ENSG00000172215	CXCR6
ENSP00000305422	ENSG00000172216	CEBPB
ENSP00000233997	ENSG00000172232	AZU1
ENSP00000343577	ENSG00000172236	TPSAB1
ENSP00000302216	ENSG00000172238	ATOH1
ENSP00000302768	ENSG00000172239	PAIP1
ENSP00000302569	ENSG00000172243	CLEC7A
ENSP00000350364	ENSG00000172260	NEGR1
ENSP00000305804	ENSG00000172262	ZNF131
ENSP00000217246	ENSG00000172264	MACROD2
ENSP00000346142	ENSG00000172269	DPAGT1
ENSP00000333769	ENSG00000172270	BSG
ENSP00000318085	ENSG00000172273	HINFP
ENSP00000302968	ENSG00000172288	CDY1
ENSP00000302199	ENSG00000172289	OR10V1
ENSP00000306579	ENSG00000172292	CERS6
ENSP00000381968	ENSG00000172296	SPTLC3
ENSP00000304327	ENSG00000172301	COPRS
ENSP00000361186	ENSG00000172315	TP53RK
ENSP00000303740	ENSG00000172318	B3GALT1
ENSP00000303096	ENSG00000172320	OR5A1
ENSP00000347916	ENSG00000172322	CLEC12A
ENSP00000303834	ENSG00000172324	OR5A2
ENSP00000342032	ENSG00000172331	BPGM
ENSP00000304353	ENSG00000172336	POP7
ENSP00000359224	ENSG00000172339	ALG14
ENSP00000419325	ENSG00000172340	SUCLG2
ENSP00000304032	ENSG00000172345	STARD5
ENSP00000302485	ENSG00000172346	CSDC2
ENSP00000329454	ENSG00000172348	RCAN2
ENSP00000302935	ENSG00000172349	IL16
ENSP00000304111	ENSG00000172350	ABCG4
ENSP00000303178	ENSG00000172352	CDY1B
ENSP00000305260	ENSG00000172354	GNB2
ENSP00000306657	ENSG00000172362	OR5B12
ENSP00000303076	ENSG00000172365	OR5B2
ENSP00000347742	ENSG00000172367	PDZD3
ENSP00000302606	ENSG00000172377	OR9I1
ENSP00000307479	ENSG00000172379	ARNT2
ENSP00000360021	ENSG00000172380	GNG12
ENSP00000307734	ENSG00000172381	OR6Q1
ENSP00000306997	ENSG00000172399	MYOZ2
ENSP00000306015	ENSG00000172403	SYNPO2
ENSP00000307197	ENSG00000172404	DNAJB7
ENSP00000434995	ENSG00000172409	CLP1
ENSP00000302724	ENSG00000172410	INSL5
ENSP00000403932	ENSG00000172421	EFCAB3
ENSP00000361238	ENSG00000172426	RSPH9
ENSP00000304147	ENSG00000172428	MYEOV2
ENSP00000303997	ENSG00000172432	GTPBP2
ENSP00000360262	ENSG00000172456	FGGY
ENSP00000302924	ENSG00000172458	IL17D
ENSP00000302639	ENSG00000172459	OR5AR1
ENSP00000302599	ENSG00000172461	FUT9
ENSP00000303111	ENSG00000172464	OR5AP2
ENSP00000361707	ENSG00000172465	TCEAL1
ENSP00000261332	ENSG00000172466	ZNF24
ENSP00000303599	ENSG00000172468	HSFY1
ENSP00000351669	ENSG00000172469	MANEA
ENSP00000305648	ENSG00000172476	RAB40A
ENSP00000373586	ENSG00000172478	C2orf54
ENSP00000302620	ENSG00000172482	AGXT
ENSP00000378578	ENSG00000172493	AFF1
ENSP00000303246	ENSG00000172497	ACOT12
ENSP00000344572	ENSG00000172500	FIBP
ENSP00000389009	ENSG00000172508	CARNS1
ENSP00000310704	ENSG00000172519	OR10H5
ENSP00000286122	ENSG00000172530	BANP
ENSP00000326031	ENSG00000172531	PPP1CA
ENSP00000309555	ENSG00000172534	HCFC1
ENSP00000311300	ENSG00000172543	CTSW
ENSP00000311687	ENSG00000172548	NIPAL4
ENSP00000311364	ENSG00000172551	MUCL1
ENSP00000311837	ENSG00000172554	SNTG2
ENSP00000351957	ENSG00000172572	PDE3A
ENSP00000310244	ENSG00000172575	RASGRP1
ENSP00000361923	ENSG00000172586	CHCHD1
ENSP00000347277	ENSG00000172590	MRPL52
ENSP00000357425	ENSG00000172594	SMPDL3A
ENSP00000308461	ENSG00000172602	RND1
ENSP00000311360	ENSG00000172613	RAD9A
ENSP00000309953	ENSG00000172638	EFEMP2
ENSP00000308689	ENSG00000172640	OR10AD1
ENSP00000363207	ENSG00000172650	AGAP5
ENSP00000466950	ENSG00000172660	TAF15
ENSP00000363482	ENSG00000172661	FAM21C
ENSP00000311221	ENSG00000172667	ZMAT3
ENSP00000339484	ENSG00000172671	ZFAND4
ENSP00000439594	ENSG00000172673	THEMIS
ENSP00000310722	ENSG00000172680	MOS
ENSP00000311862	ENSG00000172689	MS4A10
ENSP00000431905	ENSG00000172717	FAM71D
ENSP00000308815	ENSG00000172724	CCL19
ENSP00000340211	ENSG00000172725	CORO1B
ENSP00000332757	ENSG00000172728	FUT10
ENSP00000348043	ENSG00000172731	LRRC20
ENSP00000307853	ENSG00000172732	MUS81
ENSP00000328563	ENSG00000172742	OR4D9
ENSP00000265379	ENSG00000172752	COL6A5
ENSP00000309629	ENSG00000172757	CFL1
ENSP00000376930	ENSG00000172765	TMCC1
ENSP00000368716	ENSG00000172766	NAA16
ENSP00000308270	ENSG00000172769	OR5B3
ENSP00000420854	ENSG00000172771	EFCAB12
ENSP00000378516	ENSG00000172772	OR10W1
ENSP00000311688	ENSG00000172774	OR1S1
ENSP00000335808	ENSG00000172775	FAM192A
ENSP00000319781	ENSG00000172780	RAB43
ENSP00000348915	ENSG00000172785	CBWD1
ENSP00000376390	ENSG00000172794	RAB37
ENSP00000373715	ENSG00000172795	DCP2
ENSP00000310620	ENSG00000172803	SNX32
ENSP00000309830	ENSG00000172809	RPL38
ENSP00000310721	ENSG00000172817	CYP7B1
ENSP00000337862	ENSG00000172818	OVOL1
ENSP00000377947	ENSG00000172819	RARG
ENSP00000444052	ENSG00000172824	CES4A
ENSP00000304782	ENSG00000172828	CES3
ENSP00000312081	ENSG00000172830	SSH3
ENSP00000317842	ENSG00000172831	CES2
ENSP00000309548	ENSG00000172840	PDP2
ENSP00000310301	ENSG00000172845	SP3
ENSP00000310861	ENSG00000172867	KRT2
ENSP00000309690	ENSG00000172869	DMXL1
ENSP00000315152	ENSG00000172878	METAP1D
ENSP00000307843	ENSG00000172889	EGFL7
ENSP00000326424	ENSG00000172890	NADSYN1
ENSP00000347717	ENSG00000172893	DHCR7
ENSP00000383295	ENSG00000172915	NBEA
ENSP00000308193	ENSG00000172922	RNASEH2C
ENSP00000427130	ENSG00000172932	ANKRD13D
ENSP00000309782	ENSG00000172935	MRGPRF
ENSP00000401399	ENSG00000172936	MYD88
ENSP00000310631	ENSG00000172938	MRGPRD
ENSP00000311713	ENSG00000172939	OXSR1
ENSP00000310241	ENSG00000172940	SLC22A13
ENSP00000350676	ENSG00000172943	PHF8
ENSP00000310551	ENSG00000172954	LCLAT1
ENSP00000378359	ENSG00000172955	ADH6
ENSP00000331704	ENSG00000172967	XKR3
ENSP00000340330	ENSG00000172977	KAT5
ENSP00000374268	ENSG00000172986	GXYLT2
ENSP00000359583	ENSG00000172987	HPSE2
ENSP00000341504	ENSG00000172992	DCAKD
ENSP00000187397	ENSG00000172995	ARPP21
ENSP00000308022	ENSG00000173011	TADA2B
ENSP00000312262	ENSG00000173020	ADRBK1
ENSP00000384273	ENSG00000173039	RELA
ENSP00000342144	ENSG00000173040	EVC2
ENSP00000370047	ENSG00000173068	BNC2
ENSP00000363128	ENSG00000173077	Dec-01
ENSP00000357301	ENSG00000173080	RXFP4
ENSP00000308107	ENSG00000173083	HPSE
ENSP00000310873	ENSG00000173085	COQ2
ENSP00000312399	ENSG00000173093	CCDC63
ENSP00000310219	ENSG00000173110	HSPA6
ENSP00000438349	ENSG00000173113	TRMT112
ENSP00000312001	ENSG00000173114	LRRN3
ENSP00000432786	ENSG00000173120	KDM2A
ENSP00000340296	ENSG00000173124	C10orf129
ENSP00000310547	ENSG00000173137	ADCK5
ENSP00000310726	ENSG00000173141	MRP63
ENSP00000360412	ENSG00000173145	NOC3L
ENSP00000000442	ENSG00000173153	ESRRA
ENSP00000308576	ENSG00000173156	RHOD
ENSP00000308236	ENSG00000173163	COMMD1
ENSP00000316543	ENSG00000173166	RAPH1
ENSP00000357360	ENSG00000173171	MTX1
ENSP00000419361	ENSG00000173175	ADCY5
ENSP00000418194	ENSG00000173193	PARP14
ENSP00000362401	ENSG00000173198	CYSLTR1
ENSP00000417214	ENSG00000173200	PARP15
ENSP00000311083	ENSG00000173207	CKS1B
ENSP00000310688	ENSG00000173208	ABCD2
ENSP00000349525	ENSG00000173209	AHSA2
ENSP00000310309	ENSG00000173210	ABLIM3
ENSP00000309431	ENSG00000173213	RP11-683L23.1
ENSP00000310800	ENSG00000173218	VANGL1
ENSP00000237858	ENSG00000173221	GLRX
ENSP00000311505	ENSG00000173226	IQCB1
ENSP00000377520	ENSG00000173227	SYT12
ENSP00000341848	ENSG00000173230	GOLGB1
ENSP00000308733	ENSG00000173250	GPR151
ENSP00000305785	ENSG00000173253	DMRT2
ENSP00000311679	ENSG00000173258	ZNF483
ENSP00000379834	ENSG00000173262	SLC2A14
ENSP00000361087	ENSG00000173267	SNCG
ENSP00000311500	ENSG00000173272	MZT2A
ENSP00000311579	ENSG00000173273	TNKS
ENSP00000308318	ENSG00000173281	PPP1R3B
ENSP00000289451	ENSG00000173285	OR10K1
ENSP00000309597	ENSG00000173327	MAP3K11
ENSP00000312150	ENSG00000173334	TRIB1
ENSP00000344820	ENSG00000173338	KCNK7
ENSP00000310803	ENSG00000173349	SFT2D3
ENSP00000417517	ENSG00000173366	TLR9
ENSP00000313967	ENSG00000173369	C1QB
ENSP00000363773	ENSG00000173372	C1QA
ENSP00000309124	ENSG00000173391	OLR1
ENSP00000310770	ENSG00000173401	GLIPR1L1
ENSP00000312435	ENSG00000173402	DAG1
ENSP00000312631	ENSG00000173404	INSM1
ENSP00000312458	ENSG00000173409	ARV1
ENSP00000335636	ENSG00000173418	NAA20
ENSP00000296449	ENSG00000173421	CCDC36
ENSP00000311398	ENSG00000173431	RNASE8
ENSP00000348918	ENSG00000173432	SAA1
ENSP00000325562	ENSG00000173436	MINOS1
ENSP00000310796	ENSG00000173451	THAP2
ENSP00000310117	ENSG00000173457	PPP1R14B
ENSP00000312318	ENSG00000173465	SSSCA1
ENSP00000308606	ENSG00000173467	AGR3
ENSP00000254480	ENSG00000173473	SMARCC1
ENSP00000331418	ENSG00000173482	PTPRM
ENSP00000310935	ENSG00000173486	FKBP2
ENSP00000311127	ENSG00000173511	VEGFB
ENSP00000309230	ENSG00000173517	PEAK1
ENSP00000310263	ENSG00000173530	TNFRSF10D
ENSP00000414287	ENSG00000173531	MST1
ENSP00000349324	ENSG00000173535	TNFRSF10C
ENSP00000309092	ENSG00000173540	GMPPB
ENSP00000310189	ENSG00000173542	MOB1B
ENSP00000310042	ENSG00000173545	ZNF622
ENSP00000312506	ENSG00000173546	CSPG4
ENSP00000311427	ENSG00000173548	SNX33
ENSP00000403683	ENSG00000173559	NABP1
ENSP00000307852	ENSG00000173566	NUDT18
ENSP00000343891	ENSG00000173572	NLRP13
ENSP00000377747	ENSG00000173575	CHD2
ENSP00000310405	ENSG00000173578	XCR1
ENSP00000309681	ENSG00000173581	CCDC106
ENSP00000350256	ENSG00000173585	CCR9
ENSP00000344655	ENSG00000173588	CCDC41
ENSP00000338352	ENSG00000173598	NUDT4
ENSP00000377527	ENSG00000173599	PC
ENSP00000362650	ENSG00000173611	SCAI
ENSP00000309493	ENSG00000173612	GPRC6A
ENSP00000366410	ENSG00000173614	NMNAT1
ENSP00000312535	ENSG00000173621	LRFN4
ENSP00000357591	ENSG00000173626	TRAPPC3L
ENSP00000310622	ENSG00000173627	APOBEC4
ENSP00000308895	ENSG00000173638	SLC19A1
ENSP00000310111	ENSG00000173641	HSPB7
ENSP00000309163	ENSG00000173653	RCE1
ENSP00000309565	ENSG00000173660	UQCRH
ENSP00000331867	ENSG00000173662	TAS1R1
ENSP00000367130	ENSG00000173673	HES3
ENSP00000368927	ENSG00000173674	EIF1AX
ENSP00000310773	ENSG00000173679	OR1L1
ENSP00000309474	ENSG00000173692	PSMD1
ENSP00000369198	ENSG00000173698	GPR64
ENSP00000312235	ENSG00000173702	MUC13
ENSP00000311502	ENSG00000173706	HEG1
ENSP00000311184	ENSG00000173714	WFIKKN2
ENSP00000355566	ENSG00000173726	TOMM20
ENSP00000310146	ENSG00000173727	AP000769.1
ENSP00000311218	ENSG00000173728	C1orf100
ENSP00000387282	ENSG00000173744	AGFG1
ENSP00000293328	ENSG00000173757	STAT5B
ENSP00000312027	ENSG00000173762	CD7
ENSP00000377470	ENSG00000173786	CNP
ENSP00000311113	ENSG00000173801	JUP
ENSP00000334002	ENSG00000173805	HAP1
ENSP00000390621	ENSG00000173809	TDRD12
ENSP00000419449	ENSG00000173812	EIF1
ENSP00000324392	ENSG00000173821	RNF213
ENSP00000463533	ENSG00000173826	KCNH6
ENSP00000311496	ENSG00000173838	Mar-10
ENSP00000361275	ENSG00000173846	PLK3
ENSP00000347134	ENSG00000173848	NET1
ENSP00000406909	ENSG00000173868	PHOSPHO1
ENSP00000420294	ENSG00000173889	PHC3
ENSP00000348161	ENSG00000173890	GPR160
ENSP00000308750	ENSG00000173894	CBX2
ENSP00000311489	ENSG00000173898	SPTBN2
ENSP00000310471	ENSG00000173914	RBM4B
ENSP00000311245	ENSG00000173915	USMG5
ENSP00000331741	ENSG00000173917	HOXB2
ENSP00000340864	ENSG00000173918	C1QTNF1
ENSP00000309141	ENSG00000173926	Mar-03
ENSP00000310008	ENSG00000173928	SWSAP1
ENSP00000309741	ENSG00000173930	SLCO4C1
ENSP00000358753	ENSG00000173947	PIFO
ENSP00000309640	ENSG00000173950	XXYLT1
ENSP00000312107	ENSG00000173960	UBXN2A
ENSP00000450687	ENSG00000173976	RAX2
ENSP00000469337	ENSG00000173988	LRRC63
ENSP00000312624	ENSG00000173991	TCAP
ENSP00000436318	ENSG00000173992	CCS
ENSP00000328625	ENSG00000174004	NRROS
ENSP00000332791	ENSG00000174010	KLHL15
ENSP00000310332	ENSG00000174013	FBXO45
ENSP00000308575	ENSG00000174016	FAM46D
ENSP00000359675	ENSG00000174021	GNG5
ENSP00000310036	ENSG00000174059	CD34
ENSP00000310832	ENSG00000174080	CTSF
ENSP00000347324	ENSG00000174099	MSRB3
ENSP00000308901	ENSG00000174100	MRPL45
ENSP00000308369	ENSG00000174106	LEMD3
ENSP00000464034	ENSG00000174111	SOCS7
ENSP00000308925	ENSG00000174123	TLR10
ENSP00000354932	ENSG00000174125	TLR1
ENSP00000371376	ENSG00000174130	TLR6
ENSP00000308219	ENSG00000174136	RGMB
ENSP00000211122	ENSG00000174156	GSTA3
ENSP00000312356	ENSG00000174173	TRMT10C
ENSP00000263686	ENSG00000174175	SELP
ENSP00000388320	ENSG00000174177	CTU2
ENSP00000415452	ENSG00000174194	AGAP8
ENSP00000309786	ENSG00000174196	FAM21D
ENSP00000219905	ENSG00000174197	MGA
ENSP00000398637	ENSG00000174225	ARL13A
ENSP00000415203	ENSG00000174227	PIGG
ENSP00000304350	ENSG00000174231	PRPF8
ENSP00000311405	ENSG00000174233	ADCY6
ENSP00000310335	ENSG00000174236	REP15
ENSP00000316809	ENSG00000174238	PITPNA
ENSP00000310723	ENSG00000174243	DDX23
ENSP00000308548	ENSG00000174276	ZNHIT2
ENSP00000312385	ENSG00000174279	EVX2
ENSP00000307858	ENSG00000174282	ZBTB4
ENSP00000312309	ENSG00000174292	TNK1
ENSP00000309653	ENSG00000174332	GLIS1
ENSP00000312403	ENSG00000174339	OR2Y1
ENSP00000312663	ENSG00000174343	CHRNA9
ENSP00000308315	ENSG00000174348	PODN
ENSP00000305302	ENSG00000174358	SLC6A19
ENSP00000311873	ENSG00000174371	EXO1
ENSP00000302647	ENSG00000174373	RALGAPA1
ENSP00000349393	ENSG00000174405	LIG4
ENSP00000309818	ENSG00000174417	TRHR
ENSP00000311436	ENSG00000174429	ABRA
ENSP00000440045	ENSG00000174437	ATP2A2
ENSP00000311429	ENSG00000174442	ZWILCH
ENSP00000311430	ENSG00000174444	RPL4
ENSP00000319597	ENSG00000174446	SNAPC5
ENSP00000310814	ENSG00000174448	STARD6
ENSP00000454407	ENSG00000174450	GOLGA6L2
ENSP00000308976	ENSG00000174453	VWC2L
ENSP00000308921	ENSG00000174460	ZCCHC12
ENSP00000354778	ENSG00000174469	CNTNAP2
ENSP00000423313	ENSG00000174473	GALNTL6
ENSP00000310126	ENSG00000174482	LINGO2
